no,movie,content,rate
14325426,조선명탐정 : 사라진 놉의 딸,"[ S6 V6 D5 A6 ]　감독이 전작에 만족했는지, 크게 나아지거나 부족한 점 없이 전작의 장단점을 그대로 이어받았다. 여전히 스토리는 헐겁고, 그걸 메우는 건 두 배우의 케미와 유머다. 그리고 주목할 건 조관우의 소름돋는 연기!!",6
14325425,트루맛쇼,유익하게 잘봤습니다. 좋은 영화 만들어 주셔서 감사합니다.,10
14325424,신세계,처음 봤을때의 그 충격과 여운은 잊혀지지 않는다 국내/외국 영화 모두 통틀어서 온몸에 소름돋았던 갓띵작 영화,10
14325423,인크레더블 2,유일하게 스토리가 탄탄하고 가족 중심인 히어로 영화.1편에 비해 퀄리티가 많이 높아져서 애니메이션 기술에 감탄했습니다. 처음에 나온 단편영화도 정말 훌륭했습니다,10
14325421,독전,볼게 조진웅이랑 김주혁 연기빼고는 내용도 텅비어서 뭔지 모르겠는데 이정도로 평점이 좋은건 순수하게 저 둘의 연기 때문듯,1
14325420,인크레더블 2,정말 재미있습니다. 9살 조카와 즐겁게 봤습니다~ 특히 잭잭이 엄~청 귀여워요.,10
14325418,대학 괴짜들,스토리도 그래픽도 화질도 38년도 영화,1
14325416,아이 필 프리티,코믹해서 좋네요 재미납니다,9
14325415,마녀,"초반부의 의미 없는 1시간, 인물의 행보에 대한 설명이 부족하지만 후반부의 호쾌한 액션으로 어느정도 상쇄한 볼만한 영화",8
14325414,마녀,대한민국에서 이정도로 다이나믹한 액션 영화가 나올거라고는 생각도 해본적 없다,10
14325413,스카이스크래퍼,꼭 봐야하는 영화! 반전이 계속,10
14325412,닌자 어쌔신,네이버 평점 이제 안믿는다,1
14325411,마녀,초반은 지루해요 주인공 친구 깨알재미,6
14325409,미드나잇 선,제게 이번 여름의 최고의 영화가 되었네요영화관에서 보길 잘했어요,10
14325408,인크레더블 2,너무 재미 있었습니다~~~,10
14325407,델 플라야,단순히 왜곡된 사랑으로 인해 생긴 세상을 향한 내면의 분노를 살인으로 표출한 사이코패스 이야기 인데... 왜 이렇게 장황하게 쓸데없는 내용들로 시간을 끌었는지 모르겠네요..,5
14325406,독전,"조진웅에게 비정상적으로 협조적인 이선생이 등장할때부터 뻔히 예상ㅤㄷㅚㅆ다는 반전이 2점, 배우, 연기, 연출자체는 9점, 8점은 너무 관대하고 7점 줄게",7
14325405,조선명탐정: 각시투구꽃의 비밀,"[ S7 V6 D6 A7 ]　조선+탐정이라는 색다른 시도와 잔재미는 좋지만, 매끄럽지 않다. 두 주인공의 케미가 영화의 헐거움을 메우려 애쓴다.",7
14325404,인크레더블 2,꿀잼애기들도 너무 귀엽도,10
14325403,클래식,순수하고..가슴아픈 사랑..,10
14325402,인크레더블 2,말이 필요없다 .  최고다,10
14325400,앤트맨과 와스프,다른 마블 시리즈보다 웃기고 신선하네요,8
14325399,지금 만나러 갑니다,"아역이 연기를 너무 잘했던 영화, 소지섭 좋아하지만 몇 장면에서 너무 몰입이 안되서 아쉬웠다.",7
14325398,인크레더블 2,기대 이상으로 재미있었습니다. 막내 아기가 대박이네요.,10
14325397,탐정: 리턴즈,광수 보려고 갔는데 재밌었습니다.,9
14325396,인크레더블 2,오랜만에 웃음 가득했던 영화였던거 같아요!!,10
14325395,앤트맨과 와스프,번역이 너무 아쉽네요^^ 쿠키영상이 너무 짜릿했습니다. 앤트맨의 재미는 뭐 이미 보장되었죠... 앤트맨이니까요?,9
14325394,변산,"역시 박정민 ㅜㅜ ! 배우들의 연기 랩 스토리는 나쁘지 않았지만요,, 랩 나올 때 너무 뜬금없이 나와서 당황 스러웠어요 근데 이거 제외하고는 이 영화는 소장 해서 보고 싶을 정도로 좋아요",8
14325392,있잖아요 비밀이예요 2,최진실ㅜㅜ그녀가 이때도 불안하고 힘들었을 것을 생각하니ㅜ그냥 눈물난다,10
14325391,인크레더블 2,완전 재밌어요. 시작 전 아들과 엄마의 갈등과 화해를 다룬 단편애니도 감동...눈물났어요.,10
14325390,이별의 아침에 약속의 꽃을 장식하자,"영상미에 눈을 뺏기고, 인간의 더럽고 추한 욕망에 분노하다가 마지막의 엇갈림에서는 눈물이 났다!! 포스터에 있는 ""사랑해서 행복했어"" 가 너무나도 애절하게 와 닿았다!",10
14325389,몽키킹:손오공의 탄생,주윤발 볼라구 봤는데 CG가 과유불급,4
14325388,마녀,전개는 느리지만 액션은 재밌었어요,10
14325387,앤트맨과 와스프,재미있네요 ~~^^킬링타임최고~~!!,10
14325386,익스트랙티드,마지막까지 쫄깃했어요ㅎㅎ,10
14325385,터널,감동적이네요 최근 50여편 영화를 연속으로 보고 있는데 본것중 제일 재밌었어요 한창 흥행중일때 극장에서 못본게 좀 아쉽네요,10
14325384,"오늘 밤, 로맨스 극장에서",깨알같은 로마의 휴일 패러디로 웃기면서 시작하더니 뻔히 보이는 결말. 하지만 그 과정에 보여준 영상미만으로도 정말 대단했다!!,10
14325383,인크레더블 2,원을 안보고 갓는데도 너무나도 재밌네요ㅋ시간이 후딱갓어요ㅋ,10
14325382,앤트맨과 와스프,보고싶었던  영화  재밌게  봤다,9
14325381,라이프,소수자들 징징거리는거 챙기다가 나라 말아먹고 있는 문정부를 보는 듯..결국 망하죠 ㅉㅉ,8
14325380,마녀,"배우들의 연기는 정말 대박 이고, 반전도 대박 이에요. 하지만 스토리는 없고.. 좀 잔인 해서 이게 15세 이용가라는 게 좀 신경 쓰이네요!",5
14325379,인크레더블 2,"친척동생들과 같이 봤는데 너무 재미있어요 성인들도 재밌게 볼 수 있고, 잭잭 너무 귀여우어요웅ㅇ유ㅠㅠㅠ",10
14325378,있잖아요 비밀이에요,"아아~~~다시 돌아올 수 없는 청춘에 눈물짓고, 배우들 그냥 고맙고ㅠ이 감독님  요새 뭐하시나?",10
14325377,마녀,재밋어요 누적관객수가 생각보다 낮네요,10
14325376,인크레더블 2,작은아들과 진짜 잼있게 봤습니다!,10
14325374,인크레더블 2,역시 기대한만큼 보다도 더 대단합니당~ 아들하고 둘이 정신놓고 봤어요~,10
14325373,콰이어트 플레이스,저집네는 잘때 잠꼬대도 안하냐ㅋㅋㅋ,8
14325372,마녀,"잉jQuery224041609381744296214_1532171992999 왜 다 재미 없었다고 하실까,,,;;난 진심 재미있었는데 솔직히 나는 곤지암보다 더 재미있고 스릴있었다고 생각하는데 여자애가 칼로 벽 긁으면서 가다가 죽이는 장면이나 뭐 다 스릴있고 재미잇었다",9
14325371,인크레더블 2,그냥졸다왔어요만화인듯,6
14325370,호텔 아르테미스,좀 지루하고 영화가 말하고자하는 것을 이해 못했어요..,6
14325369,인크레더블 2,1만큼 재미지네요.와이프의 비중이 많으니 3는 아가들의 활약이 두드러지려나요? ^^;;,10
14325367,앤트맨과 와스프,앤트맨 역시 재밌네요~~,10
14325366,인크레더블 2,3가 나와서 잭잭이 활약하는 모습을 좀 더 볼수 있길 ㅠㅠ,10
14325365,인크레더블 2,완전존잼ㅠㅠㅠ또보고싶다ㅎㅎ,10
14325364,스카이스크래퍼,스토리 앞뒤구성과 긴장 연속 조앗음,10
14325363,인크레더블 2,정말 재밌네요. 가족영화로 강추합니다.,8
14325362,인크레더블 2,재미 최고 :) 그래픽도 좋고 스토리도 너무 좋아요,8
14325361,나인: 아홉번의 시간여행,그대라서~그대라서~그대라서~이 사랑이 아파도~,10
14325359,인크레더블 2,허니잼 ㅜㅜ 기여웅 두번 보세요 재밋음,10
14325358,"오늘 밤, 로맨스 극장에서",기대 없이 봤는데 재미있었음,8
14325356,인크레더블 2,8살 6살 4살 아이들과 같이 봤는데 ㅤㅊㅚㄱ오였습니다!!♥ 지루하지않게 너무 재미나게 봤어요,10
14325355,한 솔로: 스타워즈 스토리,한 솔로 is awesome,8
14325354,마녀,재밌어...짜릿..,10
14325353,호텔 아르테미스,신선해요 스토리가 살짝 늘어지긴 하는데 영상미 스릴 환상입니다!,10
14325352,인크레더블 2,최고의 초능력은 최면술,10
14325351,버닝,two thumbs up,10
14325350,인크레더블 2,볼만했습니다ㅎㅎㅎㅎ,8
14325348,쥬라기 월드: 폴른 킹덤,인도랩터가 새로웠어요.,8
14325347,여중생A,성장영화로도 부족하고~ 천소년영화로도 부족하고~ 애매모호한~,2
14325346,명탐정 코난: 베이커가의 망령,혜성? 해성? 개얼굴 내 취향임,10
14325345,쥬만지: 새로운 세계,"[ S5 V5 D3 A5 ]　그때의 신선함을 화려함으로 커버하려고 했으나 역부족이다. 너무 캐릭터에 의존해 단순해졌고, 그 캐릭터는 오락가락해 뜬금없다. 남는 건 유머뿐..",4
14325344,인크레더블 2,이야기 전개가 좀 뻔했지만 웃기고 유쾌해서 좋았다,8
14325343,인크레더블 2,전반적으로 재미있있고~잭잭이 장면에서 영화관의 어린이들과 한마음으로 웃었다는~^^,10
14325342,마녀,The Witch : Part 1. The Subversion,7
14325341,인크레더블 2,"개봉하기만을 기다리다가 딸과 함께 봅니다단순 에니메이션으로 재미만 있는것이 아니라가족의 구성원, 한 사건을 두고 서로 다른 생각을 하는 남매, 사춘기를 맞는 부모의 마음, 등등 생각의 재미가 있었어요",10
14325340,어벤져스: 인피니티 워,너무 재밌지만 슬펐어요,10
14325339,마녀,와....진심...개쩐다,10
14325338,명량,국뽕 지대로 맞은 영화 솔직해지자좀!,7
14325337,인크레더블 2,엄청 잼났어요~~~^^,10
14325336,마녀,내가 중2때 봤으면 10점줬을듯,1
14325335,인크레더블 2,"마블의 유쾌함, 픽사의 가족애를 합친 히어로 영화의 마스터 피스",10
14325334,인크레더블 2,아쉬운 점도 있지만 볼만했어요,7
14325331,앤트맨과 와스프,앤트맨이랑 타노스랑 싸우는것 보고싶어요.,9
14325330,마녀,와 진짜 기대이상이다 액션이 헐리웃에 꿀리지 않네요탑스타 있었음 700만 찍었을듯 역시 신세계 만든 감독님이시라 뭔가 다르시네요~,10
14325329,인크레더블 2,재밌네요.추천합니다!,8
14325328,인크레더블 2,아이들도 어른도 쏙 빠져서 봤어요^^,10
14325327,마녀,평점 처음 남깁니다. 처음에는 약간 지루함이 있었지만 막판 반전으로 초반 지루함을 다 잊어버리고 시즌2만 기다려집니다. 시즌2 무조건 보러갑니다. 지금 같은  반전과 내용 부탁드립니다~~~~,10
14325326,인크레더블 2,재밌어요 원래  애니는 다운받아서 보는편인데여친이 보자고 해서 본거지만 완전 졸잼,10
14325325,마녀,기대없이 봤는데 기대 이상이었습니다.2편이 기대되네요!!,8
14325324,이별의 아침에 약속의 꽃을 장식하자,"완벽한 작화.감동, 스토리가 약간 미숙하다만 좋음",9
14325322,인크레더블 2,가장 좋았던 것은 잭잭과 대쉬입니다.,8
14325321,인크레더블 2,너무너무재밌습니다!!!,10
14325320,속닥속닥,클레멘타인 긴장ㅋㅋㅋ 엌ㅋㅋ돌았네 댓글 진짜ㅋㅋㅋ,10
14325319,가필드 2,후속작도 1편의 감성과 더욱 재미있는 유머를 가지고 개봉했지만 이 편이 마지막이라는 것이 참 아쉬운 영화.,6
14325318,마녀,"네이버 웹툰 미스테리 꼴찌 작품 보다 스토리, 스타일, 대사 다 구림. 누구누구 중이병이 더 쎈가 환장대잔치.",1
14325316,카본,용두사미~형 영화~후반은  더무너짐~,5
14325315,인크레더블 2,잭잭이 귀엽고 영화 재밌어요,10
14325314,라스트 스탠드,템포만 좀 빨랐어도. 아놀드 멘트 좀 올드하지않게 했었으면.. B급영화로 보면 중급. 요즘 B급 잘나온거 많아서..   속도감만 좀 올리면 할리웃에서 부활가능.,5
14325313,앤트맨과 와스프,그냥저냥 생각없이 ...,8
14325312,마녀,김다미 연기 소오름..2가 기다려지네용,9
14325311,엑시던트,"섬세한 심리 스릴러. 연출, 연기, 무대 디자인까지 잘 만든 절제미가 무엇인지 보여준다. 다만 재능있는 시나리오 작가의 이야기를 더는 볼 수 없다는 것이 안타까움.",9
14325310,고갈,줄거리만 봐도 토할거 같다.,1
14325309,쥬라기 월드: 폴른 킹덤,이거 재밋다고 한새@끼 최소 영구와 공룡쮸쮸 만점준새@끼,1
14325308,마녀,재밌는데 아..조민수씨 연기 너무 아쉬워요..,9
14325307,판타스틱 Mr. 폭스,말이 필요없다. 그저 최고,10
14325306,인크레더블 2,역시. 너무 잘 봤습니다,6
14325305,독전,"뻔해 볼만한건 김주혁, 차승원",5
14325304,독전,또봐도존잼.. 연기 진짜 소름돋는다,10
14325303,인크레더블 2,딸아이랑 봤는데 너무 재밌어요!,10
14325301,택시운전사,실화를 바탕으로 가슴이 먹먹한 그시절 광주의 이야기를 애절하게 들려준다.,7
14325300,허스토리,상영관이 너무 없어서 찾아보기힘들었는데 ㅠㅠㅠ많은사람들이 이영화를 보았으면좋겠어요,10
14325299,이별의 아침에 약속의 꽃을 장식하자,진짜 대사 하나하나가 너무 와닿고 슬프고 재밌었어요.후회하지않을 영화입니다.ㅜㅜ,10
14325298,이별의 아침에 약속의 꽃을 장식하자,"명작,,,엄청 울었네",10
14325297,"카페, 한 사람을 기다리다",웃기고 감동있고 오랜만에 재미있는영화를 보았는데 처음부터 끝까지 재미있게 봤어요.,10
14325295,인크레더블 2,더워서  봤습니다 생각해보니 재밌게  봤습니다,8
14325294,인크레더블 2,보는내내즐거워여 ㅠㅠ,8
14325293,인크레더블 2,잭잭의 10년 후가 기대되네요,10
14325292,인크레더블 2,1편 못지않은 2편.  집중해서 봤어요.,8
14325291,레인 맨,이게왜 8점대냐 올려!!,10
14325290,인크레더블 2,2시간이 이라는 시간이 지루하지 않고 잼있게 보고 왔습니다...,9
14325289,인크레더블 2,딸아이랑 넘 재밌게 봤어요.,10
14325288,인크레더블 2,1편 생각이 새록새록나고 잭잭의 능력이 넘 재있어요,10
14325287,인크레더블 2,좋습니다. 3편도 나왔으면 좋겠어요,10
14325286,허스토리,일부러 2번을 본 건 아니지만 극장에서 2번 보게됐습니다. 상황상 그렇게 됐는데 2번째 볼때도 많은 감동과 배움을 받았습니다. 정말로 너무 너무 좋은 영화 입니다. 많은 분들께 꼭 강추드리고 싶습니다. 이런 영화가 많이 나왔으면 합니다.,10
14325285,마녀,베리베리굿재미액션 긴장감 모두 굿,10
14325284,마녀,잔인한 부분도 있었지만 배우들 연기도 좋고 재밌게 봤어요!,9
14325283,오션스8,ㅇㅇ 재미없다 노잼이다 내시간이 아깝다,2
14325282,킬링 디어,북유럽식 개똥철학병 걸린 영화,1
14325281,인크레더블 2,시간 가는 줄 모르고 봤네요,10
